Department,District,Block
Animal Husbadry & Veterinary Department(PVC)GADDIPALLY,GADDIPALLY,NA
Animal Husbadry & Veterinary Department(PVC)JAINOOR,JAINOOR,NA
Animal Husbadry & Veterinary Department(PVC)Mothey,Mothey,NA
Animal Husbadry & Veterinary Department(PVC)PENPAHAD,PENPAHAD,NA
Animal Husbadry & Veterinary Department(PVC)SIRPURU,SIRPURU,NA
Animal Husbadry & Veterinary Department(PVC)THIRUMALAGIRI,THIRUMALAGIRI,NA
Animal Husbadry & Veterinary Department(PVC)Tiryani,Tiryani,NA
Animal Husbadry & Veterinary Department(RPCP) Jalalpur,Jalalpur,NA
Animal Husbadry & Veterinary Department(RPCP) Zaheerabad,Zaheerabad,NA
Animal Husbadry & Veterinary Department(SSVH) Narayanguda,Narayanguda,NA
"Animal Husbadry & Veterinary Department,Bhukthapur",Bhukthapur,NA
Animal Husbadry & Veterinary Departmentr Rangareddy Dist,Ranga Reddy,NA
"Animal Husbadry & Veterinary Departmentr,Mancherial",Mancherial,NA
"Animal husbandary dairy development and fisheries department,Hyderabad",Hyderabad,NA
"Animal Husbandry & Fisheries Department, Warangal",Warangal,NA
"Animal Husbandry & Fisheries Department,Kamareddy",Kamareddy,NA
Animal Husbandry & Veterinary Department(DVAHO),,NA
Animal Husbandry & Veterinary Department(DVAHO) Suryapet,Suryapet,NA
"Animal Husbandry & Veterinary Department(DVAHO), Hyderabad",Hyderabad,NA
"Animal Husbandry & Veterinary Department(DVAHO), Karimnagar",Karimnagar,NA
"Animal Husbandry & Veterinary Department(DVAHO), Siddipet",Siddipet,NA
"Animal Husbandry & Veterinary Department(RAHTC, Karimnagar",Karimnagar,NA
Animal Husbandry & Veterinary Department(RAHTC.Mamnoor,Mamnoor,NA
"Animal husbandry &Fisheries Department,Masab Tank, Hyderabad",Hyderabad,NA
"Animal Husbandry &Fisheries Department,Vidya Nagar,Kothagudem",Bhadradri Kothagudem,NA
Animal Husbandry and Fisheries,,NA
Animal Husbandry&Fisheries Department Rajanna Siricilla,Rajanna Sircilla,NA
"Animal Husbandry&Fisheries Department, Jangaon",Jangaon,NA
"Animal Husbandry&Fisheries Department, Mancherial",Mancherial,NA
"Animal Husbandry&Fisheries Department, Peddpalli",Peddapalli,NA
"Animal Husbandry&Fisheries Department,Medak",Medak,NA
"Animal Husbandry&Fisheries Department,Mulugu",Mulugu,NA
"Animal Husbandry&Fisheries Department,Nagarkurnool",Nagarkurnool,NA
Asst. Director of Agriculture ( R) Pargi,Pargi,NA
Asst.Directore of Agriculture (Soil Testing Laboratory) Warangal,Warangal,NA
"Backward Classes Welfare Department,Hyderabad",Hyderabad,NA
"Backward Classes Welfare Department,Kothagudem",Bhadradri Kothagudem,NA
"BC welfare Development Department,Medak",Medak,NA
"BC Welfare Development Department,Warangal",Warangal,NA
"BC Development Department, Rajanna Sircilla District",Rajanna Sircilla,NA
"BC Development Department,Khammam",Khammam,NA
"BC Development Department,Mahabubabad",Mahabubabad,NA
BC Welfare Department Secretariat,,NA
"BC Welfare Department, Jangaon",Jangaon,NA
"BC Welfare Department,Adilabad",Adilabad,NA
"BC Welfare Department,Malkajgiri",Malkajgiri,NA
"BC Welfare Department,Medak",Medak,NA
"BC Welfare Department,Nizamabad",Nizamabad,NA
"BC Welfare Development ,Mancherial",Mancherial,NA
"BC Welfare( MJPTBCWR schools)Department,Narayanpet",Narayanpet,NA
"BC Welfare, Govt. BC Boys Hostel, Jainath",Jainath,NA
"BC Welfare,Dist. BC Development Office, Adilabad",Adilabad,NA
"BC Welfare,Govt. BC Boys Hostel, Adilabad",Adilabad,NA
"BC Welfare,Govt. BC Boys Hostel, Indervelly",Indervelly,NA
"BC Welfare,Govt. BC Boys Hostel, Talamadugu",Talamadugu,NA
"BC Welfare,Govt. BC Boys Hostel,Utnoor",Utnoor,NA
"BC Welfare,Govt. BC College Boys Hostel, Adilabad",Adilabad,NA
"BC Welfare,Govt. BC College Boys Hostel, Boath",Boath,NA
"BC Welfare,Govt. BC College Boys Hostel, Echoda,Dasnapur (Head Quarter",Dasnapur (Head Quarter,NA
"BC Welfare,Govt. BC College Girls Hostel, Adilabad",Adilabad,NA
"BC Welfare,Govt. BC College Girls Hostel, Echoda (Head Quarter Adilaba",Echoda (Head Quarter Adilaba,NA
"BC Welfare,Govt. BC Girls Hostel, Echoda",Echoda,NA
"BC Welfare,Govt.BC College Boys Hostel,Bazarhathnoor",Bazarhathnoor,NA
"BC Welfare,Near SBH Bank, Utnoor",Utnoor,NA
"CE(R&B)Electrical, Errummanzi",Errummanzi,NA
"Chief Engineer, Irrigation, Khammam",Khammam,NA
"Chief Planning Office, Jayashankar Bhupalpally",Jayashankar Bhupalapally,NA
"Chief Rationing Officer's Unit, Hyderabad",Hyderabad,NA
"Chief Rationing Officer's Unit, Nampally",Nampally,NA
Civil Supplies Cooperation,,NA
Civil Supplies Corporation,,NA
Civil Supplies Department Malakpet Hyderabad,Hyderabad,NA
collectorate Narayanpet,Narayanpet,NA
"Community Health Centre,Balanagar, Mahabubnagar",Mahabubnagar,NA
"Consumer Affairs & Food Civil Supplies, Nalgonda",Nalgonda,NA
"Consumer Affairs &Civil supplies, Department,Khammam",Khammam,NA
"Consumer Affairs ,Food &CS Department(Legal Metrology)Medak",Medak,NA
Consumer Affairs Food & Civil Supplies Department Sangareddy,Sangareddy,NA
"Consumer Affairs Food & Civil Supplies Department, Nizamabad",Nizamabad,NA
"Consumer Affairs Food & Civil Supplies Department, Varadaiah Nagar",Varadaiah Nagar,NA
"Consumer Affairs Food & Civil Supplies Department, Warangal",Warangal,NA
"Consumer Affairs Food & Civil Supplies, L.B.Nagar",L.B.Nagar,NA
"Consumer Affairs& Civil Supplies Department,Medak",Medak,NA
"Consumer Affairs& CS Department,Mulugu",Mulugu,NA
"Consumer Affairs&Civil supplies , Adilabad",Adilabad,NA
"Consumer Affairs&Civil Supplies , Nizamabad",Nizamabad,NA
"Consumer Affairs&Civil Supplies Department, Secunderabad",Secunderabad,NA
"Consumer Affairs&Civil Supplies Department,Kamareddy",Kamareddy,NA
Consumer Affairs&CS Department(Legal Metrology ) Kamareddy,Kamareddy,NA
Consumer Affairs&CS Department(Legal metrology )Mulugu,Mulugu,NA
"Consumer Affairs&CS Department, Hyd",Hyd,NA
"Consumer Affairs&CS Department,Adilabad",Adilabad,NA
"Consumer Affairs&CS Department,Asifabad",Asifabad,NA
"Consumer Affairs&CS Department,Hyderabad",Hyderabad,NA
"Consumer Affairs&CS Department,Karimnagar",Karimnagar,NA
"Consumer Affairs&CS Department,Khammam",Khammam,NA
"Consumer Affairs&CS Department,Kothagudem",Bhadradri Kothagudem,NA
"Consumer Affairs&CS Department,Mahabubabad",Mahabubabad,NA
"Consumer Affairs&CS Department,Mahabubnagar",Mahabubnagar,NA
"Consumer Affairs&CS Department,Manzoornagar",Manzoornagar,NA
"Consumer Affairs&CS Department,Nagarkurnool",Nagarkurnool,NA
"Consumer Affairs&CS Department,Nalgonda",Nalgonda,NA
"Consumer Affairs&CS Department,Narayanpet",Narayanpet,NA
"Consumer Affairs&CS Department,Naspur",Naspur,NA
"Consumer Affairs&CS Department,Nirmal",Nirmal,NA
"Consumer Affairs&CS Department,Nizamabad",Nizamabad,NA
"Consumer Affairs&CS Department,Rangareddy",Ranga Reddy,NA
"Consumer Affairs&CS Department,Sangareddy",Sangareddy,NA
"Consumer Affairs&CS Department,Siddipet",Siddipet,NA
"Consumer Affairs&CS Department,Suryapet",Suryapet,NA
"Consumer Affairs&CS Department,Vikarabad",Vikarabad,NA
"Consumer Affairs&CS Department,Wanaparthy",Wanaparthy,NA
"Consumer Affairs&CS Department,Warangal",Warangal,NA
"Consumer Affairs&CS Department,Yadadri Bhuvanagiri",Yadadri Bhuvanagiri,NA
"Consumer Affairs&CS(Civil Supplies Corporation Ltd) Department,Mulugu",Mulugu,NA
"Consumer Affairs&CS(Legal Metrology) Department,Bhupalpally",Jayashankar Bhupalapally,NA
"Consumer Affairs, Food and Civil Supplies (Commission-II)Nampally",Food and Civil Supplies (Commission-II)Nampally,NA
"Consumer Affairs, Food and Civil Supplies (Commission-III)Nampally",Food and Civil Supplies (Commission-III)Nampally,NA
"Consumer Affairs, Food and Civil Supplies Department, Jyothinagar",Jyothinagar,NA
"Consumer Affairs, Food and Civil Supplies Department, Adilabad",Adilabad,NA
"Consumer Affairs,Food and Civil Supplies(Commission-I)Nampally",Food and Civil Supplies(Commission-I)Nampally,NA
"Consumer Affairs,Food and CS Department ,Kothagudem",Bhadradri Kothagudem,NA
"Consumer Affairs,Food and CS Department ,palavancha(Kothagudem)",Bhadradri Kothagudem,NA
"Consumer Affairs,Food& Civil Supplies Departement,Peddapalli",Peddapalli,NA
"Consumer Affairs,Food& Civil Supplies Department, Jangaon",Jangaon,NA
"Consumer Affairs,Food& Civil Supplies Department,Rajanna Sircilla",Rajanna Sircilla,NA
"Consumer Affairs,Food&Civil Supplies Department,Gadwal",Gadwal,NA
"Consumer Affairs,Food&CS Department(Legal Metrology),Peddapalli",Peddapalli,NA
"Consumer Affairs,Food&CS Department, Jangaon",Jangaon,NA
"Consumer Afffair, Food & Civil Supplies Department, Mahabubnagar",Mahabubnagar,NA
"Conusmer Affairs Food and Civil Supply Department ,Hyderabad",Hyderabad,NA
Cooperation Department,,NA
Cooperation Department Komuram Bheem Asifabad,,NA
Cooperation Department(Cooperation & Registrar) Mulugu,Mulugu,NA
"Cooperation Department, Nagarkunool",Nagarkunool,NA
"Cooperation Department,Medak",Medak,NA
"Cooperation Department,Narayanpet",Narayanpet,NA
Dairy Development Corporation,,NA
Department of co-operation,,NA
Department of Co-operation,,NA
"Department of Technical Education,Nampally",Nampally,NA
"Deputy Director of Adult Education, Karimnagar",Karimnagar,NA
Director of Sugar and Cane Commissioner,,NA
"Directorate of Economics & Statistics (DE&S),Planning Department ,Hyde",Hyde,NA
"Dist.Survey & Land Records, Jayashankar Bhupalpally",Jayashankar Bhupalapally,NA
"Distrcit Industries Centre, Karimnagar",Karimnagar,NA
"District B.C, Development Office, Mahabubnagar",Mahabubnagar,NA
"District (R&B) Office, Mancherial",Mancherial,NA
District Agriculture Office Jagtial,Jagtial,NA
District Agriculture Office Jayashankar Bhupalpally,Jayashankar Bhupalapally,NA
District Agriculture Officer Warangal,Warangal,NA
District Audit Officer Medchal Malkajgiri,Medchal,NA
"District B.C. Welfare Office, Karimnagar",Karimnagar,NA
District BC Development Office Peddapalli,Peddapalli,NA
District Civil Supply Office Anthaipally,,NA
District Civil Supply Officer Jagtial,Jagtial,NA
"District Civil Supply Officer, Karimnagar",Karimnagar,NA
"District Co operative Office, Jangaon",Jangaon,NA
District Collector Hanumakonda,Hanamkonda,NA
District Collector Karimnagr,,NA
"District Collector Office, Mahabubabad",Mahabubabad,NA
"District Collector Office, Warangal",Warangal,NA
"District Collectorate , adilabad",Adilabad,NA
District Collectorate Jagtial,Jagtial,NA
District Collectorate Jangaon,Jangaon,NA
District Collectorate Medchal & Malkajgiri,Medchal,NA
District Collectorate Medchal Malkajgiri,Medchal,NA
District Collectorate Nagarkurnool,Nagarkurnool,NA
"District Collectorate, Adilabad",Adilabad,NA
District Cooperative office Hanumakonda,Hanamkonda,NA
"District Cooperative office, Karimnagar",Karimnagar,NA
District Educational Officer Peddapalli,Peddapalli,NA
"District Fire Officer, Kashmirgadda, Karimnagar",Karimnagar,NA
District Forest office mahabubnagar,Mahabubnagar,NA
"District Horticulture & Sericulture Officer, Mahabubnagar",Mahabubnagar,NA
District Hospital Peddapally,,NA
District Medical and Health Office Rajanna Sircilla,Rajanna Sircilla,NA
"District Minorities Welfare Office, Karimnagar",Karimnagar,NA
District Minority Welfare Nagarkurnool,Nagarkurnool,NA
District Panchayat Office Medchal Malkajgiri,Medchal,NA
"District Prohibition & Excise Office, Karimnagar",Karimnagar,NA
District Public Relations Office Peddapalli,Peddapalli,NA
District Revenue Office Khammam,Khammam,NA
"District Rural Development Agency (MGNREGS Wing), Kumuram Bheem Asifab",Kumuram Bheem Asifab,NA
DISTRICT SCHEDULED CASTES SERVICE CO-OPERATIVE DEVELOPMENT SOCIETY LTD,,NA
District Survey Office Jagtial,Jagtial,NA
"District Treasury Office, Karimnagar",Karimnagar,NA
"District Veterinary and Animal Husbandry Office, Nalgonda",Nalgonda,NA
"District Veterinary Hospital, Hyderabad",Hyderabad,NA
District Youth and Sports Mahabubnagar,Mahabubnagar,NA
DM CHENGICHERLA,,NA
Drugs Control Administration,,NA
"Drugs Control Administration, Adilabad",Adilabad,NA
"Drugs Control Administration, Bhadradri Kothagudem",Bhadradri Kothagudem,NA
"Drugs Control Administration, Bhupalpally",Jayashankar Bhupalapally,NA
"Drugs Control Administration, Gadwal",Gadwal,NA
"Drugs Control Administration, Hanumakonda",Hanamkonda,NA
"Drugs Control Administration, Hyderabad",Hyderabad,NA
"Drugs Control Administration, Jagithyal",Jagithyal,NA
"Drugs Control Administration, Jangoan",Jangoan,NA
"Drugs Control Administration, Kamareddy",Kamareddy,NA
"Drugs Control Administration, Karimnagar",Karimnagar,NA
"Drugs Control Administration, Khammam",Khammam,NA
"Drugs Control Administration, Kumurambheem Asifabad",Kumurambheem Asifabad,NA
"Drugs Control Administration, Mahabubabad",Mahabubabad,NA
"Drugs Control Administration, Mahabubnagar",Mahabubnagar,NA
"Drugs Control Administration, Mancherial",Mancherial,NA
"Drugs Control Administration, Medak",Medak,NA
"Drugs Control Administration, Nagarkurnool",Nagarkurnool,NA
"Drugs Control Administration, Nalgonda",Nalgonda,NA
"Drugs Control Administration, Narayanpet",Narayanpet,NA
"Drugs Control Administration, Nirmal",Nirmal,NA
"Drugs Control Administration, Nizamabad",Nizamabad,NA
"Drugs Control Administration, Patancheru",Patancheru,NA
"Drugs Control Administration, Pedapalli",Pedapalli,NA
"Drugs Control Administration, Rajanna Siricilla",Rajanna Sircilla,NA
"Drugs Control Administration, Ranga Reddy",Ranga Reddy,NA
"Drugs Control Administration, RangaReddy",Ranga Reddy,NA
"Drugs Control Administration, Sangareddy",Sangareddy,NA
"Drugs Control Administration, Shameerpet",Shameerpet,NA
"Drugs Control Administration, Siricilla",Rajanna Sircilla,NA
"Drugs Control Administration, Suryapet",Suryapet,NA
"Drugs Control Administration, Vikarabad",Vikarabad,NA
"Drugs Control Administration, Wanaparthy",Wanaparthy,NA
"Drugs Control Administration, Warangal",Warangal,NA
"Drugs Control Administration, Yadadri Bhuvanagiri",Yadadri Bhuvanagiri,NA
"Dy. Executive Information Engineer office, Karimnagar",Karimnagar,NA
Edu Dept(Smt Durgabai DeshmukhWomens Technical Training Institute)HYD,HYD,NA
Education Department(Government Polytechnic) Cherial(Siddipet),Siddipet,NA
"Education Department(Govt. Institute of Electronics),Secunderabad",Secunderabad,NA
"Education Department(Govt. Polytechnic Station Ghapur, shivunipally",shivunipally,NA
"Education Dept(Government Institute of Leather Technology),Rangareddy",Ranga Reddy,NA
"Education Dept(Government Model Residential Polytechnic), Manuguru",Manuguru,NA
Education Dept(Government Polytechnic for Women) Suryapet,Suryapet,NA
"Education Dept(Government Polytechnic for Women), Jogipet, Sangareddy",Sangareddy,NA
"Education Dept(Government Polytechnic), Bhadradi kothagudem",Bhadradri Kothagudem,NA
"Education(Higher edu)Dept(GOVT MODEL RESIDENTIAL POLYTECHNIC),LALTEKDI",LALTEKDI,NA
Education(Higher Education)Department(Government Polytechnic) Narsapur,Department(Government Polytechnic) Narsapur,NA
"Education(Higher Education)Department(Government Polytechnic), Madhira",Madhira,NA
"Education(Higher Education)Department(GOVERNMENT POLYTECHNIC), PARKAL",PARKAL,NA
"Education(Higher Education)Department(Government Polytechnic),Nalgonda",Nalgonda,NA
Education(Higher Education)Department(Govt Polytechnic )Husnabad,Husnabad,NA
"Education(Higher education)Department(Govt. Polytechnic), Kataram",Kataram,NA
"Education(Higher Education)Department(Govt. Polytechnic), Nirmal (174)",Nirmal,NA
"Education(Higher education)Department(Govt. Polytechnic), Warangal",Warangal,NA
"Education(Higher Education)Department(GOVT. POLYTECHNIC, SIDDIPET)",Siddipet,NA
"Education(Higher Education)Department(Govt.Polytechnic for Women,)Secu",)Secu,NA
"Education(Higher education)Department(Intermediate Education ),kothagu",kothagu,NA
"Education(Higher Education)Department(KDR GOVT POLYTECHNIC),WANAPARTHY",Wanaparthy,NA
"Education(Higher Education)Department(Q. Q. Govt -Polytechnic), HYD",HYD,NA
"Education(Higher Education)Department(SRRS GOVT. POLYTECHNIC),SIRCILLA",SIRCILLA,NA
Education(Higher Education)Dept(Government Polytechnic )Shadnagar,Dept(Government Polytechnic )Shadnagar,NA
"Education(Higher Education)Dept(Government Polytechnic), Bellampally",Bellampally,NA
"Education(Higher Education)Dept(Government Polytechnic), Maheshwaram",Maheshwaram,NA
"Education(Higher Education)Dept(Government Polytechnic),Mahabubnagar",Mahabubnagar,NA
"Education(Higher education)Dept(GOVT POLYTECHNIC), NAGARJUNA SAGAR",NAGARJUNA SAGAR,NA
"Education(Higher Education)Dept(GOVT POLYTECHNIC), NANDIPET, NIZAMABAD",Nizamabad,NA
"Education(Higher education)Dept(Govt Polytechnic)Asif nagar,HYD",HYD,NA
"Education(Higher education)Dept(Govt. Polytechnic), Kotagiri (190)",Kotagiri (190),NA
"Education(Higher Education)Dept(GOVT.POLYTECHNIC FOR WOMEN), MEDAK",Medak,NA
"Education(Higher Education)Dept(Govt.Polytechnic For Women),Siddipet",Siddipet,NA
"Education(Higher Education)Dept(GOVT.POLYTECHNIC), NAVIPET, NIZAMABAD",Nizamabad,NA
Education(Higher education)Dept(GOVTPOLYTECHNICCOLLEGE)GONPAD(V)GADWAL,Dept(GOVTPOLYTECHNICCOLLEGE)GONPAD(V)GADWAL,NA
"Education(Higher Education)Dept(JN Government Polytechnic), Ramathapur",Ramathapur,NA
"Education(Higher Education)Dept(SGM Govt. Polytechnic), Abdullapurmet",Abdullapurmet,NA
"Education(Higher education)Dept,GOVT POLYTECHNIC COLLEGE,NIZAMABAD",Nizamabad,NA
"Education(School Education)Department Samstha, Peddapalli",Peddapalli,NA
"Education(SCHOOL EDUCATION)Department,kotagudem",kotagudem,NA
"EFST(Telangana State Forest Development Cooperation Ltd)Department,Hyd",Hyd,NA
"EFST(Telangana State Forest Development Cooperation Ltd)Dept,Mulugu",Mulugu,NA
"EFST(Telangana State Forest Development Corp Ltd)Dept,Kaghaznaga",Kaghaznaga,NA
"EFST(Telangana State Forest Development Corp Ltd)Dept,Kothagudem",Bhadradri Kothagudem,NA
"EFST(Telangana State Forest Development Corp Ltd)Dept,Paloncha",Paloncha,NA
"EFST(Telangana State Forest Development Corp Ltd)Dept,Sathupalli",Sathupalli,NA
EFST(TG State Forest Development Crop Ltd)Dept(Eco-Tourism),Dept(Eco-Tourism),NA
EFST(TG State Forest Development Crop Ltd)Dept(Eco-Tourism)RR,Dept(Eco-Tourism)RR,NA
"EFST(TG State Forest Development Crop Ltd)Dept,Medak",Medak,NA
"Endowment, Karimnagar",Karimnagar,NA
"Energy Department (TGTRANSCO) Mint Compound, Hyderabad",Hyderabad,NA
"Energy Department (TGTRANSCO) Erragadda, Hyderabad",Hyderabad,NA
"Energy Department (TGTRANSCO) Erramanjil Colony, Hyderabad",Hyderabad,NA
Energy Department (TGTRANSCO) Karimnagar,Karimnagar,NA
Energy Department (TGTRANSCO) Khammam,Khammam,NA
Energy Department (TGTRANSCO) Nalgonda,Nalgonda,NA
Energy Department (TGTRANSCO) Warangal,Warangal,NA
"Energy Department (TGTRANSCO) , Adilabad",Adilabad,NA
"Energy Department (TGTRANSCO) Khairatabad, Hyderabad",Hyderabad,NA
"Energy Department (TGTRANSCO), Nizamabad",Nizamabad,NA
"Energy Department(TGGENCO),BHADRADRI KOTHAGUDEM",Bhadradri Kothagudem,NA
"Energy Department(TGGENCO),Hyderabad",Hyderabad,NA
Energy Department(TGGENCO)Gadwal,Gadwal,NA
Energy Department(TGGENCO)Jayashankar Bhupalpally,Jayashankar Bhupalapally,NA
Energy Department(TGGENCO)Kamareddy,Kamareddy,NA
Energy Department(TGGENCO)NAGARKURNOOL,Nagarkurnool,NA
Energy Department(TGGENCO)Nalgonda,Nalgonda,NA
